respid,Community Type,Religion,Education Level,Age group,Gender,Family income,US region
2892,Suburban,Agnostic,College graduate+,65+,A man,"$50,000 to less than $70,000",South
3390,Suburban,Roman Catholic,Some College,30-49,A man,"Less than $30,000",South
15784,Urban,Mormon,College graduate+,30-49,A man,"$100,000 to less than $125,000",West
14118,Suburban,Protestant,College graduate+,65+,A woman,"$150,000 or more",Midwest
16482,Suburban,Protestant,Some College,65+,A woman,"$150,000 or more",South
13517,Suburban,Roman Catholic,H.S. graduate or less,65+,A woman,Refused/Web blank,Midwest
18226,Urban,Atheist,College graduate+,18-29,A man,"Less than $30,000",West
224,Urban,Protestant,College graduate+,65+,A woman,"Less than $30,000",West
13574,Suburban,Roman Catholic,Some College,65+,A woman,"$70,000 to less than $100,000",Midwest
6345,Suburban,Protestant,College graduate+,30-49,A woman,"$30,000 to less than $40,000",Midwest
6783,Suburban,Protestant,College graduate+,65+,A man,"$100,000 to less than $125,000",Northeast
15164,Urban,Protestant,College graduate+,50-64,A woman,"$70,000 to less than $100,000",South
5487,Rural,Nothing in particular,H.S. graduate or less,50-64,A woman,"$30,000 to less than $40,000",Midwest
1666,Urban,Nothing in particular,Some College,18-29,A man,"$30,000 to less than $40,000",Northeast
16134,Suburban,Protestant,College graduate+,65+,A man,"$50,000 to less than $70,000",South
10757,Rural,Nothing in particular,College graduate+,50-64,A woman,Refused/Web blank,Midwest
4012,Rural,Nothing in particular,Some College,30-49,A man,"$50,000 to less than $70,000",Midwest
4912,Rural,Protestant,Some College,65+,A man,"$50,000 to less than $70,000",Northeast
10411,Urban,Protestant,College graduate+,65+,A woman,"$30,000 to less than $40,000",South
14202,Suburban,Roman Catholic,Some College,65+,A man,"$70,000 to less than $100,000",South
7461,Suburban,Protestant,College graduate+,30-49,A woman,"$150,000 or more",Northeast
9711,Suburban,Roman Catholic,Some College,65+,A man,"$70,000 to less than $100,000",South
10233,Suburban,Roman Catholic,H.S. graduate or less,30-49,A woman,"$70,000 to less than $100,000",West
11054,Rural,Protestant,H.S. graduate or less,65+,A man,"$70,000 to less than $100,000",South
2388,Rural,Roman Catholic,Some College,30-49,A man,"$40,000 to less than $50,000",West
16414,Rural,Agnostic,Some College,30-49,A woman,"$50,000 to less than $70,000",South
9141,Suburban,Protestant,H.S. graduate or less,50-64,A woman,"$40,000 to less than $50,000",South
2284,Suburban,Mormon,College graduate+,65+,A man,"$100,000 to less than $125,000",Northeast
7704,Rural,Protestant,Some College,50-64,A woman,"Less than $30,000",South
9750,Suburban,Nothing in particular,H.S. graduate or less,65+,A man,"$50,000 to less than $70,000",Northeast
13340,Suburban,Protestant,College graduate+,65+,A woman,Refused/Web blank,Midwest
7051,Rural,Roman Catholic,College graduate+,65+,A woman,"$70,000 to less than $100,000",Northeast
18781,Urban,Protestant,College graduate+,65+,A woman,"$50,000 to less than $70,000",South
3163,Suburban,Nothing in particular,H.S. graduate or less,30-49,A woman,"$50,000 to less than $70,000",Midwest
18511,Urban,Protestant,College graduate+,30-49,A man,"$150,000 or more",West
11731,Rural,Nothing in particular,H.S. graduate or less,65+,A woman,"Less than $30,000",South
17293,Rural,Roman Catholic,College graduate+,65+,A man,"$70,000 to less than $100,000",South
3007,Rural,Roman Catholic,H.S. graduate or less,65+,A man,"$50,000 to less than $70,000",Midwest
17183,Suburban,Roman Catholic,College graduate+,30-49,A man,"$150,000 or more",South
15171,Urban,Buddhist,Some College,18-29,A man,"$50,000 to less than $70,000",West
9157,Rural,Protestant,H.S. graduate or less,50-64,A woman,"$30,000 to less than $40,000",South
17970,Suburban,Protestant,Some College,65+,A woman,"$125,000 to less than $150,000",South
18075,Rural,Roman Catholic,College graduate+,30-49,A man,"$150,000 or more",Midwest
9345,Suburban,Nothing in particular,College graduate+,50-64,A man,"$100,000 to less than $125,000",West
11377,Urban,Roman Catholic,H.S. graduate or less,65+,A woman,Refused/Web blank,Midwest
14090,Suburban,Protestant,H.S. graduate or less,65+,A woman,"Less than $30,000",Midwest
7833,Suburban,Protestant,Some College,50-64,A woman,"$50,000 to less than $70,000",South
7478,Urban,Nothing in particular,College graduate+,30-49,A woman,"$50,000 to less than $70,000",Midwest
8303,Rural,Protestant,H.S. graduate or less,50-64,A woman,"$70,000 to less than $100,000",Midwest
10187,Urban,Agnostic,College graduate+,18-29,A woman,"$70,000 to less than $100,000",South
10535,Urban,Protestant,Some College,30-49,A man,"$100,000 to less than $125,000",West
10083,Urban,Something else (please specify):,College graduate+,18-29,A woman,"Less than $30,000",West
17885,Suburban,Roman Catholic,H.S. graduate or less,65+,A woman,"$70,000 to less than $100,000",Midwest
14832,Urban,Refused/Web blank,College graduate+,50-64,A woman,"$150,000 or more",Northeast
12603,Suburban,Nothing in particular,Some College,30-49,A woman,"$125,000 to less than $150,000",Midwest
6802,Urban,Refused/Web blank,Refused,30-49,Refused/Web blank,"Less than $30,000",South
2333,Suburban,Protestant,H.S. graduate or less,65+,A woman,"$50,000 to less than $70,000",South
9316,Rural,Protestant,College graduate+,65+,A man,"$100,000 to less than $125,000",South
17855,Urban,Roman Catholic,Some College,18-29,A woman,"$30,000 to less than $40,000",South
1187,Suburban,Protestant,College graduate+,50-64,A woman,"$150,000 or more",South
12247,Rural,Protestant,H.S. graduate or less,50-64,A woman,"Less than $30,000",Midwest
4150,Suburban,Protestant,College graduate+,65+,A man,"$150,000 or more",South
12591,Urban,Muslim,Some College,30-49,A man,"Less than $30,000",West
4169,Urban,Nothing in particular,Some College,65+,A woman,"Less than $30,000",South
15884,Suburban,Mormon,H.S. graduate or less,50-64,A woman,"$70,000 to less than $100,000",West
9082,Suburban,Jewish,Some College,65+,A man,"$70,000 to less than $100,000",West
9377,Suburban,Agnostic,Some College,30-49,A woman,"$150,000 or more",South
3553,Urban,Nothing in particular,College graduate+,30-49,A woman,"$150,000 or more",Midwest
2014,Urban,Nothing in particular,H.S. graduate or less,18-29,A woman,"$30,000 to less than $40,000",South
112,Rural,Protestant,College graduate+,65+,A woman,"$40,000 to less than $50,000",South
18429,Rural,Roman Catholic,Some College,50-64,A woman,"$100,000 to less than $125,000",Northeast
16682,Suburban,Protestant,H.S. graduate or less,30-49,A woman,"Less than $30,000",South
13240,Rural,Protestant,H.S. graduate or less,65+,A man,"$100,000 to less than $125,000",South
8671,Rural,Roman Catholic,H.S. graduate or less,65+,A man,"$70,000 to less than $100,000",Northeast
7652,Urban,Nothing in particular,H.S. graduate or less,30-49,A man,"$70,000 to less than $100,000",West
14089,Rural,Something else (please specify):,Some College,30-49,A man,"$40,000 to less than $50,000",Northeast
14,Urban,Roman Catholic,Some College,65+,A man,"$50,000 to less than $70,000",Northeast
145,Urban,Roman Catholic,College graduate+,50-64,A man,"$150,000 or more",South
11135,Rural,Nothing in particular,Some College,18-29,A woman,"$125,000 to less than $150,000",Midwest
2557,Urban,Protestant,Some College,30-49,A woman,"Less than $30,000",South
8,Rural,Nothing in particular,Some College,30-49,A man,"$125,000 to less than $150,000",West
15935,Rural,Protestant,Some College,65+,A woman,"Less than $30,000",South
15701,Suburban,Protestant,Some College,65+,A man,Refused/Web blank,West
11712,Suburban,Something else (please specify):,H.S. graduate or less,18-29,A man,"Less than $30,000",Midwest
9120,Suburban,Roman Catholic,H.S. graduate or less,18-29,A man,"$30,000 to less than $40,000",West
18337,Urban,Nothing in particular,College graduate+,30-49,A man,"$150,000 or more",Midwest
6821,Suburban,Nothing in particular,Some College,50-64,A man,"$70,000 to less than $100,000",West
14780,Suburban,Nothing in particular,Some College,65+,A woman,"$70,000 to less than $100,000",Midwest
14390,Rural,Nothing in particular,College graduate+,50-64,A woman,"$100,000 to less than $125,000",South
10274,Rural,Roman Catholic,Some College,18-29,A man,"$70,000 to less than $100,000",Midwest
2112,Suburban,Protestant,College graduate+,65+,A woman,"$40,000 to less than $50,000",South
11892,Rural,Protestant,H.S. graduate or less,65+,A woman,"Less than $30,000",South
17162,Suburban,Roman Catholic,Some College,50-64,A man,"$150,000 or more",South
4484,Suburban,Protestant,Some College,65+,A man,"$50,000 to less than $70,000",Midwest
10711,Urban,Atheist,College graduate+,65+,A man,"$150,000 or more",West
17752,Suburban,Protestant,College graduate+,50-64,A woman,"$40,000 to less than $50,000",South
143,Urban,Protestant,Some College,65+,A woman,"$40,000 to less than $50,000",West
9210,Rural,Roman Catholic,H.S. graduate or less,18-29,A woman,Refused/Web blank,South
12467,Suburban,Protestant,Some College,50-64,A woman,"Less than $30,000",South
15120,Suburban,Agnostic,H.S. graduate or less,65+,A man,"Less than $30,000",Northeast
8327,Suburban,Atheist,College graduate+,30-49,A woman,"$150,000 or more",West
11223,Urban,Protestant,Some College,50-64,A woman,"$70,000 to less than $100,000",Northeast
1135,Suburban,Hindu,College graduate+,65+,A man,"$125,000 to less than $150,000",Midwest
8120,Suburban,Atheist,College graduate+,18-29,A man,"$70,000 to less than $100,000",South
5915,Suburban,Atheist,College graduate+,65+,A man,"$150,000 or more",South
12327,Suburban,Atheist,College graduate+,30-49,A man,"$150,000 or more",South
13769,Suburban,Muslim,College graduate+,30-49,A woman,"$40,000 to less than $50,000",West
5968,Suburban,Nothing in particular,College graduate+,65+,A woman,Refused/Web blank,West
7748,Rural,Nothing in particular,Some College,65+,A woman,"Less than $30,000",Midwest
9019,Suburban,Roman Catholic,College graduate+,30-49,A woman,"$70,000 to less than $100,000",South
11283,Suburban,Protestant,College graduate+,65+,A man,"$100,000 to less than $125,000",West
10926,Suburban,Nothing in particular,College graduate+,30-49,A woman,"$100,000 to less than $125,000",South
9186,Suburban,Atheist,College graduate+,50-64,A woman,"$150,000 or more",South
8712,Suburban,Protestant,Some College,65+,A woman,Refused/Web blank,South
14774,Urban,Roman Catholic,Some College,30-49,A woman,"$50,000 to less than $70,000",Midwest
13583,Rural,Protestant,College graduate+,65+,A woman,"$70,000 to less than $100,000",Midwest
13514,Suburban,Something else (please specify):,College graduate+,30-49,A man,"$100,000 to less than $125,000",South
9740,Rural,Protestant,H.S. graduate or less,50-64,A woman,"$40,000 to less than $50,000",Northeast
992,Urban,Muslim,H.S. graduate or less,30-49,A man,"$100,000 to less than $125,000",South
1006,Suburban,Protestant,College graduate+,30-49,A man,"$150,000 or more",South
15381,Rural,Protestant,College graduate+,65+,A woman,"$125,000 to less than $150,000",South
394,Rural,Roman Catholic,H.S. graduate or less,65+,A woman,"$100,000 to less than $125,000",Northeast
10090,Suburban,Protestant,Some College,50-64,A woman,"Less than $30,000",West
13997,Rural,Roman Catholic,H.S. graduate or less,50-64,A man,"$30,000 to less than $40,000",Northeast
2010,Suburban,Roman Catholic,Some College,65+,A woman,"$100,000 to less than $125,000",Northeast
12471,Urban,Protestant,H.S. graduate or less,50-64,A woman,"Less than $30,000",South
6075,Urban,Roman Catholic,College graduate+,30-49,A man,"$30,000 to less than $40,000",West
8654,Suburban,Protestant,College graduate+,30-49,A woman,"$150,000 or more",Midwest
771,Urban,Nothing in particular,College graduate+,18-29,A woman,"$50,000 to less than $70,000",South
2028,Suburban,Protestant,H.S. graduate or less,50-64,A woman,"$30,000 to less than $40,000",West
8123,Suburban,Roman Catholic,College graduate+,65+,A woman,"$40,000 to less than $50,000",South
11969,Suburban,Nothing in particular,Some College,30-49,A woman,"$40,000 to less than $50,000",Northeast
1827,Suburban,Protestant,College graduate+,30-49,A woman,"$30,000 to less than $40,000",South
12008,Suburban,Refused/Web blank,H.S. graduate or less,30-49,A woman,Refused/Web blank,South
7612,Urban,Protestant,Some College,30-49,A woman,"Less than $30,000",South
18404,Rural,Protestant,College graduate+,50-64,A woman,"$40,000 to less than $50,000",South
11813,Rural,Nothing in particular,Some College,65+,A man,"$50,000 to less than $70,000",Midwest
2352,Suburban,Protestant,Some College,65+,A woman,"$50,000 to less than $70,000",Midwest
1676,Suburban,Atheist,College graduate+,65+,A man,"$70,000 to less than $100,000",South
18216,Urban,Nothing in particular,Some College,30-49,A woman,"Less than $30,000",South
11415,Suburban,Protestant,College graduate+,30-49,A woman,"$100,000 to less than $125,000",South
8073,Urban,Protestant,College graduate+,50-64,A woman,"Less than $30,000",Northeast
2546,Suburban,Protestant,College graduate+,50-64,A man,"$150,000 or more",South
11724,Suburban,Agnostic,College graduate+,30-49,A man,"$70,000 to less than $100,000",West
10038,Suburban,Atheist,College graduate+,Refused,A man,"$100,000 to less than $125,000",West
11164,Suburban,Roman Catholic,College graduate+,50-64,A man,"$150,000 or more",Northeast
2784,Suburban,Agnostic,Some College,65+,A man,"$150,000 or more",West
17903,Suburban,Roman Catholic,Some College,50-64,A man,"$150,000 or more",South
10088,Rural,Protestant,Some College,18-29,A man,Refused/Web blank,South
6785,Suburban,Nothing in particular,College graduate+,65+,A woman,"$70,000 to less than $100,000",West
11923,Rural,Protestant,College graduate+,65+,A woman,"Less than $30,000",South
18156,Rural,Protestant,H.S. graduate or less,30-49,A man,"$70,000 to less than $100,000",Northeast
1036,Rural,Nothing in particular,Some College,30-49,A woman,"$70,000 to less than $100,000",West
5744,Suburban,Protestant,Some College,30-49,A woman,"$70,000 to less than $100,000",South
13195,Suburban,Roman Catholic,Some College,65+,A woman,Refused/Web blank,South
10806,Suburban,Nothing in particular,College graduate+,30-49,A woman,"$50,000 to less than $70,000",Midwest
3438,Suburban,Nothing in particular,Some College,30-49,A woman,"$100,000 to less than $125,000",West
14329,Suburban,Nothing in particular,College graduate+,30-49,A man,"$150,000 or more",Midwest
7170,Suburban,Protestant,Some College,65+,A woman,"$100,000 to less than $125,000",South
18221,Suburban,Protestant,Some College,65+,A man,"$30,000 to less than $40,000",South
10579,Urban,Nothing in particular,College graduate+,30-49,A man,"Less than $30,000",West
9070,Suburban,Protestant,Some College,65+,A woman,"$30,000 to less than $40,000",South
2896,Suburban,Nothing in particular,Some College,50-64,A woman,"$30,000 to less than $40,000",West
16248,Suburban,Buddhist,Some College,18-29,A man,"$70,000 to less than $100,000",West
3897,Rural,Nothing in particular,College graduate+,30-49,A woman,"$100,000 to less than $125,000",Midwest
7620,Urban,Protestant,H.S. graduate or less,50-64,A woman,"Less than $30,000",Midwest
8192,Urban,Atheist,College graduate+,18-29,A woman,"$30,000 to less than $40,000",West
1596,Suburban,Protestant,H.S. graduate or less,50-64,A woman,"Less than $30,000",Northeast
11280,Rural,Nothing in particular,H.S. graduate or less,30-49,A man,"Less than $30,000",South
14871,Rural,Protestant,H.S. graduate or less,65+,A man,"$125,000 to less than $150,000",Midwest
