RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSE_FB,SMUSE_YT,SMUSE_X,SMUSE_IG,SMUSE_SC,SMUSE_WA,SMUSE_TT,SMUSE_RD,SMUSE_BSK,SMUSE_TH,SMUSE_TS,RADIO,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
6610,1,1,9,10,2025-02-22,2025-02-22,2,3,3,2,3,2,1,3,4,2,1,1,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,12,3,2,5,5,2,6,2,1,1,,1,2,1,1,10,4,1,1,1,1,1,1,3,1,0.401100236550262,0.24564012320667697
5636,2,1,,2,2025-05-02,2025-05-02,3,2,3,99,3,2,1,1,4,1,1,1,4,3,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,5,1,1,2,2,4,99,9,2,2,2,12,4,3,2,2,2,,2,3,1,1.154727337430026,1.5381216064381162
3637,2,1,,4,2025-05-05,2025-05-05,2,1,1,1,2,2,3,3,4,2,1,1,3,3,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,4,1,1,1,3,2,3,1,1,2,2,2,10,4,4,2,2,1,1,1,3,1,1.6815511175595308,1.4320316311962535
16193,1,1,9,10,2025-03-08,2025-03-08,3,3,2,2,3,1,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,12,3,2,5,5,1,2,1,1,1,,1,2,1,1,10,4,4,1,2,1,1,5,4,1,0.802200473100524,0.2861842232734421
9738,1,1,9,10,2025-02-23,2025-02-23,4,1,3,1,3,1,3,3,4,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,4,4,2,3,2,1,1,,1,2,1,1,7,3,1,2,2,1,1,6,1,1,0.802200473100524,0.49996646466937555
7179,2,1,,10,2025-05-09,2025-05-09,3,2,2,2,3,1,3,2,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,6,1,5,1,1,3,1,1,2,1,1,6,2,1,1,1,1,2,6,4,1,0.802200473100524,0.6281114766693636
2499,1,1,9,10,2025-02-25,2025-02-25,3,1,3,2,2,2,2,1,4,1,1,1,1,1,2,,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,,1,2,1,1,1,1,1,1,3,2,,5,3,1,1.2033007096507862,5.016797973032594
8130,1,1,9,10,2025-03-01,2025-03-01,3,2,2,2,3,2,3,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,5,5,2,5,1,1,1,,1,2,1,1,7,3,1,2,2,2,,8,3,1,0.802200473100524,0.9063111272829054
4329,2,1,,10,2025-05-05,2025-05-05,2,3,2,1,3,2,3,3,4,1,1,1,1,1,2,,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,6,1,1,2,1,2,,2,2,1,1,5,2,1,2,1,1,2,2,2,1,0.802200473100524,0.45557809361695184
12611,2,1,,10,2025-05-21,2025-05-21,2,3,1,2,3,1,3,2,4,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,12,3,2,5,6,3,6,1,1,1,,1,2,1,1,9,3,1,2,1,1,1,4,3,1,0.802200473100524,0.5178059797574346
80,1,1,9,1,2025-03-12,2025-03-12,3,3,2,2,4,2,3,4,4,2,1,1,1,1,1,4,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,12,3,2,6,6,3,7,3,1,3,1,1,2,1,1,1,1,1,2,1,1,3,1,2,1,0.08008214960717282,0.06894074202177933
18510,1,1,9,10,2025-03-27,2025-03-27,3,3,2,2,3,2,3,3,4,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,5,4,2,6,6,2,4,3,1,2,,2,2,1,1,10,4,4,2,3,1,99,99,3,1,1.2033007096507862,0.7427633175998117
1625,2,1,,10,2025-05-02,2025-05-02,2,2,2,1,1,2,1,3,4,1,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,5,1,1,2,,2,2,1,1,13,4,1,2,1,1,2,1,4,1,0.802200473100524,0.5787881008765929
17184,1,1,9,10,2025-02-24,2025-02-24,2,3,2,1,3,2,1,2,4,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,3,1,1,4,99,9,99,99,99,99,99,1,2,99,1,99,99,3,1,0.802200473100524,1.08231950908478
2631,1,1,9,10,2025-03-13,2025-03-13,3,3,1,2,2,2,3,2,4,2,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,10,3,2,5,5,2,6,1,2,4,99,9,2,1,1,6,2,3,2,1,2,,5,1,1,0.401100236550262,0.6252259853011917
189,1,1,9,1,2025-02-24,2025-02-24,3,1,3,1,3,1,2,1,4,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,4,1,2,1,1,1,,1,2,1,1,8,3,1,2,2,1,1,8,3,1,0.16016429921434563,0.12394527498084215
13929,1,1,9,10,2025-02-23,2025-02-23,2,1,2,2,2,1,2,1,4,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,12,3,2,6,6,4,7,1,1,1,,1,2,1,1,5,2,1,1,2,1,1,5,1,1,0.802200473100524,0.7084961326987771
9655,2,2,,7,2025-05-05,2025-05-05,4,3,3,1,3,2,3,3,4,2,1,1,3,3,1,4,2,1,2,2,2,1,2,2,2,2,2,2,99,,2,2,2,99,2,2,1,99,3,2,99,99,9,1,1,3,8,3,4,2,2,2,,99,4,1,0.3549963201832534,0.8993597796218751
2325,1,1,9,10,2025-02-27,2025-02-27,3,2,1,2,3,2,1,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,4,4,2,2,1,1,1,1,1,3,1,1,2,2,2,7,3,4,1,3,1,1,4,3,1,1.2033007096507862,1.0100340968708081
648,2,1,,1,2025-05-14,2025-05-14,2,1,3,1,1,2,2,1,4,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,2,4,1,2,1,3,1,2,,2,2,2,2,4,2,3,2,2,1,2,2,3,1,0.32032859842869127,0.3854463205796724
14586,1,1,9,10,2025-03-30,2025-03-30,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,4,1,1,1,1,3,2,2,2,1,1,6,2,1,2,2,1,2,6,2,1,0.802200473100524,0.70317731391763
2460,2,1,,1,2025-05-09,2025-05-09,3,3,1,2,2,2,3,2,2,1,1,2,99,99,99,,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,5,6,1,1,3,1,2,,2,2,2,2,9,3,1,1,1,1,2,1,3,2,0.16016429921434563,0.23399494213617514
17975,1,1,9,10,2025-03-24,2025-03-24,3,3,2,2,3,2,1,2,4,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,5,6,2,5,1,2,4,2,2,2,1,1,4,2,4,2,1,2,,7,4,1,0.401100236550262,0.7968757777051597
13453,2,2,,7,2025-05-12,2025-05-12,3,1,2,1,3,2,3,3,4,2,1,1,1,1,1,3,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,12,3,2,6,6,2,7,3,2,4,99,9,1,99,3,8,3,99,2,1,1,99,1,1,1,0.1774981600916267,0.4554501308390507
4014,2,1,,10,2025-05-16,2025-05-16,1,3,99,2,1,2,1,2,4,99,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,6,1,2,2,1,2,,2,2,1,1,13,4,1,2,1,1,2,4,1,1,0.802200473100524,0.4830830209228776
5491,2,1,,10,2025-05-05,2025-05-05,2,3,2,1,2,2,3,3,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,4,5,3,6,1,1,2,,2,2,1,1,12,4,1,1,2,1,2,7,4,1,1.604400946201048,0.47789760667321796
461,1,1,9,6,2025-02-25,2025-02-25,3,2,2,1,2,2,1,2,4,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,3,1,1,1,1,2,,2,1,1,3,4,2,4,1,2,1,2,8,3,1,0.783130841714174,1.0205850978969497
5446,2,1,,10,2025-05-02,2025-05-02,4,99,3,2,5,2,3,2,4,2,2,2,6,4,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,5,1,1,3,1,2,,2,1,1,3,11,4,1,2,1,1,2,1,4,1,0.802200473100524,0.5634129882480631
5357,1,1,9,10,2025-03-15,2025-03-15,3,2,3,1,2,1,2,2,4,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,5,6,2,6,3,2,1,,1,2,1,1,2,1,1,2,2,2,,5,3,2,0.802200473100524,2.2465736838986556
10833,2,1,,10,2025-05-02,2025-05-02,2,1,2,2,3,1,2,2,4,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,5,6,2,2,3,1,1,,1,2,1,1,10,4,1,1,1,1,1,1,3,1,0.802200473100524,0.6604574257825447
9398,2,1,,7,2025-05-20,2025-05-20,3,3,1,2,3,2,1,3,4,2,1,1,1,1,2,,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,12,3,2,6,6,3,6,2,2,2,,2,1,1,3,1,1,1,2,2,2,,1,3,1,0.3549963201832534,0.8544890571068536
6180,1,1,9,9,2025-02-25,2025-02-25,3,2,2,2,3,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,4,2,2,2,99,99,9,3,1,2,5,1,2,8,2,1,0.6763508941015829,0.30830018647618085
8956,2,1,,10,2025-05-05,2025-05-05,2,3,1,1,1,1,3,2,4,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,3,4,2,2,4,1,1,1,2,3,1,1,2,1,1,6,2,1,2,2,2,,7,4,1,1.604400946201048,2.4633121616337643
7205,3,1,9,2,2025-05-20,2025-05-20,2,1,2,2,2,2,3,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,12,3,2,5,5,2,7,3,1,3,2,2,2,2,2,6,2,1,1,1,1,2,1,2,1,0.577363668715013,0.9390116291866872
3866,2,1,,10,2025-05-05,2025-05-05,2,3,1,1,2,2,2,1,4,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,5,5,2,5,1,2,1,,1,2,4,4,3,2,4,1,2,2,,4,2,1,1.604400946201048,3.670297279733598
5603,2,1,9,10,2025-05-05,2025-05-05,3,2,1,2,3,2,1,4,4,2,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,9,3,2,5,6,4,7,1,1,2,,2,2,1,1,5,2,1,1,1,1,2,4,3,1,0.802200473100524,0.5839163571908784
18661,2,1,,10,2025-05-05,2025-05-05,2,1,3,1,2,1,2,3,4,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,6,1,1,2,1,3,1,1,2,1,1,6,2,1,2,3,1,1,5,3,2,2.4066014193015723,1.592366140984453
1507,2,1,,10,2025-05-16,2025-05-16,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,6,1,1,2,1,3,1,1,2,1,1,10,4,1,1,4,1,1,99,3,1,2.4066014193015723,1.0081252503580833
8775,2,1,,10,2025-05-05,2025-05-05,2,3,99,2,2,2,2,1,4,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,5,6,1,3,1,1,1,,1,2,1,1,10,4,1,2,2,1,1,8,4,1,1.604400946201048,1.3001334462942225
8988,2,1,,7,2025-05-01,2025-05-01,3,3,1,2,3,2,1,2,1,2,1,1,99,99,99,,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,6,1,6,3,2,2,,2,1,99,3,12,4,1,1,2,2,,4,3,1,0.3549963201832534,0.6344896256612814
3428,2,1,,10,2025-05-01,2025-05-01,2,2,2,2,3,2,3,2,4,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,12,3,2,5,6,4,6,1,1,2,,2,2,1,1,12,4,1,1,2,1,2,4,3,1,1.604400946201048,0.6967890342095625
3460,2,1,,10,2025-06-16,2025-06-16,3,1,3,2,2,2,2,2,4,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,5,6,2,1,2,1,1,,1,2,1,1,9,3,1,2,2,1,1,3,2,2,1.604400946201048,0.7523505626687603
10841,1,1,9,5,2025-03-25,2025-03-25,4,3,2,2,4,1,2,4,4,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,5,4,2,6,5,2,7,3,1,1,,1,2,1,1,2,1,1,1,2,2,,2,2,1,0.624820777113219,3.1466075087738012
14801,1,1,9,9,2025-03-27,2025-03-27,2,1,1,2,3,2,1,3,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,5,6,2,3,3,1,2,,2,2,1,1,2,1,1,2,2,2,,2,3,1,0.4509005960677219,1.3951706269147748
3195,1,1,9,10,2025-03-22,2025-03-22,2,2,2,2,3,2,1,1,4,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,12,3,2,6,6,4,7,1,1,2,,2,2,1,1,4,2,1,1,2,1,99,8,3,1,0.802200473100524,0.7748556833167196
8043,1,1,9,9,2025-03-05,2025-03-05,3,1,2,2,3,1,2,1,4,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,12,3,2,5,6,3,2,1,1,1,,1,2,1,1,6,2,1,2,1,1,1,8,4,1,0.22545029803386096,0.29952973956733664
5481,2,1,,10,2025-05-09,2025-05-09,2,1,2,2,2,2,1,3,4,1,1,1,5,4,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,1,4,1,1,1,1,1,4,2,2,2,2,2,5,2,4,2,2,1,2,4,4,1,1.604400946201048,1.5729722899074725
17330,3,1,9,10,2025-03-06,2025-03-06,4,2,2,2,3,2,1,2,4,1,1,1,5,4,2,,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,4,2,3,1,1,2,,2,2,3,5,12,4,4,2,1,1,2,6,4,1,0.802200473100524,0.3862850134508244
16640,2,1,,10,2025-05-20,2025-05-20,2,1,2,1,2,2,2,1,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,5,1,3,1,1,3,1,1,2,1,1,13,4,1,1,1,1,1,4,3,1,0.802200473100524,0.2670737930672933
3011,2,1,,6,2025-05-16,2025-05-16,3,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,3,5,2,3,1,1,2,,2,2,1,1,10,4,1,2,2,1,2,8,1,1,1.566261683428348,1.0880971202422285
8646,1,2,9,8,2025-02-28,2025-02-28,4,1,1,2,2,2,1,2,4,2,1,1,1,1,1,4,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,12,3,2,5,6,3,6,2,2,4,1,1,1,1,3,1,1,4,2,3,2,,4,3,1,0.5774466377384035,1.9251616721417824
11199,1,1,9,10,2025-03-06,2025-03-06,2,3,1,2,2,1,3,1,4,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,6,3,7,1,1,3,1,1,2,3,5,9,3,99,1,2,1,2,7,4,1,0.802200473100524,0.5161453130641054
8732,1,1,9,10,2025-02-27,2025-02-27,3,1,3,2,2,1,3,4,4,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,1,5,5,3,4,3,2,4,1,1,1,1,3,4,2,1,1,2,2,,1,3,2,0.802200473100524,2.7815999072041566
17343,1,1,9,10,2025-03-30,2025-03-30,3,2,1,1,4,2,1,3,4,2,1,1,1,1,1,2,99,1,99,99,99,1,99,99,99,99,99,2,1,1,2,8,4,2,2,2,1,2,1,1,2,,2,2,3,5,4,2,4,1,4,1,1,7,4,1,1.2033007096507862,1.4845187926576904
4300,2,2,,1,2025-05-27,2025-05-27,3,2,1,1,2,2,1,3,4,2,1,1,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,6,6,2,2,3,1,1,,1,1,2,3,11,4,4,2,99,1,99,99,1,1,0.32032859842869127,0.4212544592033184
5576,1,1,9,10,2025-02-27,2025-02-27,2,3,1,2,2,2,3,2,4,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,12,3,2,5,5,2,6,2,1,1,,1,2,1,1,1,1,1,1,3,1,1,1,4,1,1.2033007096507862,3.035679665191554
10902,2,2,,8,2025-05-30,2025-05-30,3,1,1,2,4,1,3,3,4,2,1,1,3,3,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,5,1,1,3,2,99,99,9,1,1,3,10,4,4,2,2,2,,5,4,1,0.7699288503178715,1.7550486108886745
5825,3,1,9,10,2025-03-11,2025-03-11,2,3,2,1,2,2,2,1,2,1,1,2,3,3,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,3,4,1,2,2,1,1,,1,2,1,1,13,4,1,2,1,2,,8,3,1,0.802200473100524,0.9138720115160925
11230,2,1,,8,2025-05-12,2025-05-12,3,3,1,2,3,2,1,3,4,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,4,1,1,1,1,2,,2,2,4,4,1,1,1,2,1,1,2,3,1,1,0.38496442515893575,0.7004548948898753
14744,1,1,9,10,2025-03-11,2025-03-11,3,1,1,1,3,1,3,2,4,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,5,1,2,1,1,3,1,1,2,1,1,8,3,1,1,2,1,1,8,2,1,0.802200473100524,0.45919649358800124
3890,1,1,9,10,2025-02-28,2025-02-28,3,2,3,2,2,1,1,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,5,5,1,2,1,1,3,2,2,2,1,1,9,3,1,1,2,1,2,8,2,1,0.802200473100524,0.40196619113758847
6547,2,1,,10,2025-05-19,2025-05-19,2,3,1,2,3,2,1,2,2,2,1,1,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,5,1,1,2,1,3,2,2,2,1,1,13,4,1,2,1,1,2,2,2,2,0.802200473100524,0.37608711198982847
5122,2,1,,10,2025-05-02,2025-05-02,3,1,3,2,3,2,3,3,4,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,6,2,4,1,1,1,,1,2,1,1,6,2,1,2,1,1,1,7,3,2,0.802200473100524,0.6009880050411436
17549,1,1,9,10,2025-04-04,2025-04-04,4,2,2,2,2,1,3,3,4,2,1,1,3,3,1,4,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,12,3,2,6,5,3,4,2,1,3,1,1,2,1,1,8,3,1,2,2,2,,1,3,1,0.802200473100524,0.8250732491374655
15273,1,1,9,10,2025-03-22,2025-03-22,3,2,2,2,3,2,3,1,3,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,12,3,2,6,6,4,3,1,1,2,,2,2,1,1,10,4,1,2,2,1,2,8,4,1,0.802200473100524,0.3710431888255634
17405,2,1,,10,2025-05-21,2025-05-21,2,3,99,99,2,99,1,1,2,1,1,2,5,4,1,2,1,2,99,2,2,2,2,2,2,2,2,1,1,2,1,1,1,99,4,5,2,5,1,1,99,1,1,2,1,1,13,4,1,2,1,1,1,4,4,1,0.802200473100524,0.6629125151929992
13063,2,1,,10,2025-05-05,2025-05-05,2,2,2,2,2,2,3,2,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,5,6,3,3,1,1,2,,2,2,1,1,7,3,1,2,2,1,2,7,2,1,1.604400946201048,0.7642083424117949
17585,1,1,9,9,2025-02-25,2025-02-25,2,2,3,2,1,2,1,2,2,2,1,1,4,3,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,12,3,2,5,5,2,2,2,1,2,,2,2,2,2,8,3,1,2,2,1,2,4,3,2,0.4509005960677219,0.3002292652789781
18706,2,1,,9,2025-05-05,2025-05-05,2,1,1,2,2,1,2,2,4,1,1,1,2,2,1,99,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,5,5,2,1,3,1,1,,1,2,1,1,9,3,1,1,99,1,1,4,4,1,0.9018011921354439,1.6180436174042103
855,2,1,,7,2025-05-12,2025-05-12,4,3,3,2,4,2,1,4,4,1,1,1,2,2,2,,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,4,6,2,2,3,1,2,,2,1,5,3,5,2,1,2,2,2,,1,4,1,0.3549963201832534,0.7150670452840103
12919,2,1,,7,2025-05-22,2025-05-22,4,3,2,1,4,2,1,1,4,2,1,1,4,3,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,5,1,1,3,1,2,,2,1,1,3,9,3,1,2,2,2,,3,3,1,0.3549963201832534,0.5237818195577365
5970,1,1,9,10,2025-03-02,2025-03-02,4,2,3,1,3,2,3,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,5,1,1,1,1,3,2,2,2,4,4,10,4,1,2,1,1,2,4,3,1,0.401100236550262,0.24407523520272015
11753,2,1,,5,2025-05-01,2025-05-01,2,1,2,2,3,2,2,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,,1,2,1,1,2,1,1,1,2,1,3,5,4,1,1.249641554226438,0.6407971897880292
10825,2,1,,10,2025-05-06,2025-05-06,2,3,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,4,5,2,2,2,1,3,1,1,2,1,1,11,4,1,1,1,1,1,5,2,1,0.802200473100524,0.4059724519644319
16939,2,1,,10,2025-05-05,2025-05-05,2,1,2,2,2,2,3,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,12,3,2,3,6,2,6,1,1,3,1,1,2,1,1,11,4,1,1,2,1,1,2,4,1,1.604400946201048,0.8600735264633779
11904,2,1,,10,2025-05-06,2025-05-06,2,1,3,1,2,1,2,1,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,5,6,2,2,1,1,1,,1,2,1,1,11,4,1,1,2,1,1,8,4,1,1.604400946201048,0.8600735264633779
17851,2,1,,10,2025-05-16,2025-05-16,3,2,1,2,2,2,1,2,4,99,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,,2,1,1,3,7,3,2,2,1,1,2,4,3,1,0.802200473100524,0.6067572146128729
6239,2,1,,10,2025-05-05,2025-05-05,2,1,2,1,2,2,3,2,4,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,5,4,2,6,6,2,6,2,1,1,,1,2,1,1,8,3,1,2,2,1,1,5,3,1,1.604400946201048,0.9191244588032262
7035,3,1,9,10,2025-03-16,2025-03-16,1,1,3,2,3,2,3,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,3,3,1,1,2,1,1,,1,2,1,1,11,4,1,1,2,1,1,2,3,2,1.604400946201048,0.8276448896651016
78,1,1,9,10,2025-03-10,2025-03-10,2,3,3,1,1,1,2,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,7,4,2,6,6,3,7,1,1,4,1,1,2,3,5,12,4,1,1,5,1,1,5,4,1,1.2033007096507862,0.43367550307941094
10962,1,1,9,10,2025-03-03,2025-03-03,3,1,2,2,3,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,3,1,1,1,1,1,,1,2,1,1,13,4,1,2,2,1,1,99,3,1,0.802200473100524,0.6161642993203253
610,1,1,9,2,2025-02-24,2025-02-24,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,4,1,2,1,1,99,2,2,2,1,1,12,4,1,1,2,1,2,5,3,1,0.577363668715013,0.1764851065067097
13422,2,2,,10,2025-05-27,2025-05-27,3,2,2,2,3,2,1,3,4,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,3,3,2,4,99,9,1,99,3,7,3,4,2,5,2,,2,4,1,2.4066014193015723,5.454124253915292
17387,2,1,,7,2025-05-27,2025-05-27,4,2,3,2,3,2,1,4,4,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,99,1,1,2,1,1,1,6,6,3,6,1,3,1,,1,2,1,1,1,1,1,2,1,2,,1,4,1,0.1774981600916267,0.5033849910046498
11163,1,1,9,10,2025-03-01,2025-03-01,2,1,2,2,2,99,3,1,4,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,99,2,2,2,1,5,1,1,1,1,1,,1,2,3,5,7,3,4,2,99,1,1,8,1,1,0.802200473100524,0.5712240358379509
16776,2,1,,10,2025-05-02,2025-05-02,3,3,2,2,2,2,3,1,4,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,12,3,2,5,6,3,5,2,2,3,2,2,2,1,1,1,1,1,1,4,2,,8,4,1,2.4066014193015723,5.454124253915292
2221,2,1,,10,2025-05-08,2025-05-08,4,2,3,2,3,1,1,4,4,2,1,1,1,1,2,,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,3,2,2,2,2,2,10,4,3,2,1,1,2,1,3,1,0.802200473100524,0.46890610115656295
925,3,1,9,10,2025-05-16,2025-05-16,1,3,1,1,2,2,3,3,4,2,1,1,5,4,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,12,3,2,4,3,1,2,2,1,4,1,1,2,3,5,8,3,4,1,3,1,1,2,3,1,2.4066014193015723,2.2290244272679822
