respid,comtype2,smuse_fb,smuse_yt,smuse_x,smuse_ig,smuse_sc,smuse_tt,smuse_rd,smuse_bsk,smuse_th,smuse_ts,relig,educcat,party,hisp,racethn,agecat,birthplace,gender,adults,inc_sdt1,cregion,metro
8130,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",South,Metropolitan
4329,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,1,"$30,000 to less than $40,000",Midwest,Metropolitan
12611,Urban,"Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,1,"$50,000 to less than $70,000",South,Metropolitan
80,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,H.S. graduate or less,Independent,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A woman,1,"Less than $30,000",Midwest,Metropolitan
18510,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Jewish,H.S. graduate or less,Democrat,No,White non-Hispanic,65+,Another country (please specify):,A woman,3,Refused/Web blank,South,Metropolitan
1625,Suburban,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"Less than $30,000",West,Metropolitan
17184,Suburban,"Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Something else,Refused/Web blank,Refused,Refused,"U.S. - 50 states, District of Columbia",A woman,Refused/Web blank,Refused/Web blank,South,Metropolitan
2631,Urban,"No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Something else,No,White non-Hispanic,30-49,U.S. - other territory,A woman,1,"$70,000 to less than $100,000",Northeast,Metropolitan
189,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",South,Metropolitan
13929,Suburban,"Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this",Nothing in particular,College graduate+,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$70,000 to less than $100,000",Northeast,Metropolitan
9655,Rural,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Refused/Web blank,Yes,Hispanic,50-64,Another country (please specify):,A woman,2,Refused/Web blank,West,Metropolitan
2325,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Orthodox,College graduate+,Independent,No,Black non-Hispanic,50-64,Another country (please specify):,A man,3,"$50,000 to less than $70,000",South,Metropolitan
648,Rural,"No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Democrat,No,Black non-Hispanic,30-49,U.S. - other territory,A woman,2,"$30,000 to less than $40,000",South,Metropolitan
14586,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$100,000 to less than $125,000",Midwest,Metropolitan
2460,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Democrat,No,Black non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",South,Non-metropolitan
17975,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Something else,No,White non-Hispanic,30-49,Another country (please specify):,A woman,1,"$125,000 to less than $150,000",West,Metropolitan
13453,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,H.S. graduate or less,Something else,Yes,Hispanic,50-64,Refused/Web blank,A woman,1,"Less than $30,000",Northeast,Metropolitan
4014,Refused/Web blank,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$50,000 to less than $70,000",Northeast,Metropolitan
5491,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$125,000 to less than $150,000",West,Metropolitan
461,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Democrat,Yes,Hispanic,30-49,Another country (please specify):,A man,2,"$150,000 or more",South,Metropolitan
5357,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Republican,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A woman,2,"$70,000 to less than $100,000",South,Non-metropolitan
10833,Suburban,"Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",South,Metropolitan
9398,Urban,"No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Democrat,Yes,Hispanic,18-29,"U.S. - 50 states, District of Columbia",A woman,2,"Less than $30,000",South,Metropolitan
6180,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Something else,No,Refused,50-64,"U.S. - 50 states, District of Columbia",A woman,5 or more,"$150,000 or more",Midwest,Metropolitan
8956,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Mormon,College graduate+,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$125,000 to less than $150,000",West,Metropolitan
7205,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this",Nothing in particular,H.S. graduate or less,Independent,No,Black non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",Midwest,Metropolitan
3866,Urban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,Other,30-49,Another country (please specify):,A man,2,"$50,000 to less than $70,000",Midwest,Metropolitan
5603,Urban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Atheist,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,1,"$50,000 to less than $70,000",South,Metropolitan
18661,Rural,"Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,3,"$70,000 to less than $100,000",South,Non-metropolitan
1507,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,4,Refused/Web blank,South,Metropolitan
8775,Refused/Web blank,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",West,Metropolitan
8988,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Democrat,Yes,Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$50,000 to less than $70,000",South,Metropolitan
3428,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$50,000 to less than $70,000",South,Metropolitan
3460,Rural,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$40,000 to less than $50,000",Midwest,Non-metropolitan
